ID	QUESTION	ANSWER	CHOICES	gpt-4o	gpt-4o_maxd	gpt-4o_paths	mistral-large-latest	mistral-large-latest_maxd	mistral-large-latest_paths	claude-3-5-sonnet-20240620	claude-3-5-sonnet-20240620_maxd	claude-3-5-sonnet-20240620_paths
287	शालिधान्यस्य उत्पत्तिः कस्मिन् ऋतौ भवति?	हेमन्ते		वसन्ते	1		शालिधान्यस्य उत्पत्तिः शरदृतौ भवति	1	(:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_TYPE_OF]-({'lemma': पुण्डरीक}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_TYPE_OF]-({'lemma': पुण्डरीक}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_TYPE_OF]-({'lemma': महाशालि}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_TYPE_OF]-({'lemma': महाशालि}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_TYPE_OF]-({'lemma': कर्दमक})	शरदि	1	(:Shaali_dhanya {'lemma': शालिधान्य})-[:IS_TYPE_OF]->({'lemma': धान्य}); (:Shaali_dhanya {'lemma': शालिधान्य})-[:IS_TYPE_OF]->({'lemma': धान्य}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_TYPE_OF]-({'lemma': रक्तशालि}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_TYPE_OF]-({'lemma': रक्तशालि}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_BEST_AMONG]-({'lemma': रक्तशालि}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_TYPE_OF]-({'lemma': रक्तशालि}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_BEST_AMONG]-({'lemma': रक्तशालि}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_SYNONYM_OF]-({'lemma': शालि}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_TYPE_OF]-({'lemma': शालि}); (:Shaali_dhanya {'lemma': शालिधान्य})<-[:IS_SYNONYM_OF]-({'lemma': शालि})
288	ब्रीहिधान्यानि कस्मिन् ऋतौ उत्पद्यन्ते?	वर्षासु		शरद्-ऋतौ	1		ब्रीहिधान्यानि वर्षाऋतौ उत्पद्यन्ते	1		"उत्तरम्: वर्षाऋतौ

ब्रीहिधान्यानि मुख्यतया वर्षाऋतौ उत्पद्यन्ते वर्षाकाले पर्याप्तजलस्य लब्धेः कारणात् धान्यानां वृद्धिः सम्यक् भवति अतः वर्षाऋतुः ब्रीहिधान्योत्पादनस्य प्रमुखः कालः अस्ति"	1	
295	सूप्यं वैदलं च कस्य पर्यायौ स्तः?	शिम्बीधान्यस्य		सूप्यं वैदलं च युषस्य पर्यायौ स्तः	1		शिम्बिधान्यस्य	1	(:Shimbii_dhanya {'lemma': सूप्य})-[:IS_SYNONYM_OF]->({'lemma': शिम्बिधान्य}); (:Shimbii_dhanya {'lemma': वैदल})-[:IS_SYNONYM_OF]->({'lemma': शिम्बिधान्य}); (:Shimbii_dhanya {'lemma': वैदल})<-[:IS_SNIGDHA_RUUKSHA_GUNA_OF]-({'lemma': रुक्ष}); (:Shimbii_dhanya {'lemma': वैदल})<-[:IS_RASA_PROPERTY_OF]-({'lemma': कषाय})	शिम्बिधान्यस्य	1	(:Shimbii_dhanya {'lemma': सूप्य})-[:IS_SYNONYM_OF]->({'lemma': शिम्बिधान्य}); (:Shimbii_dhanya {'lemma': वैदल})-[:IS_SYNONYM_OF]->({'lemma': शिम्बिधान्य})
302	अधस्तनेषु क्षुज्जनिका कस्य पर्यायः अस्ति?	राजिकायाः	सर्षपस्य / राजिकायाः / कंगोः / चणकस्य	राजिकायाः	1		राजिकायाः	1	(:Shimbii_dhanya {'lemma': राजिका})<-[:IS_SYNONYM_OF]-({'lemma': क्षुज्जनिका}); (:Shimbii_dhanya {'lemma': क्षुज्जनिका})-[:IS_SYNONYM_OF]->({'lemma': राजिका}); (:Shimbii_dhanya {'lemma': सर्षप})<-[:IS_SYNONYM_OF]-({'lemma': तन्तुभ})	राजिकायाः	1	(:Shimbii_dhanya {'lemma': राजिका})<-[:IS_SYNONYM_OF]-({'lemma': क्षुज्जनिका}); (:Shimbii_dhanya {'lemma': क्षुज्जनिका})-[:IS_SYNONYM_OF]->({'lemma': राजिका})
303	भावप्रकाशानुसारं कति वर्षाणां पुरातनानि धान्यानि पुराणानि इति उच्यन्ते?	>२ वर्ष	>१ वर्ष / >२ वर्ष / ५ वर्ष / १० वर्ष	>१ वर्ष	1		१० वर्ष	1		">१ वर्ष

भावप्रकाशानुसारं एक वर्षात् अधिकं पुरातनानि धान्यानि पुराणानि इति उच्यन्ते अतः दत्तेषु विकल्पेषु "">१ वर्ष"" इति उत्तरम् उचितम्"	1	(:State_of_substance {'lemma': पुराण})-[:IS_STATE_OF_SUBSTANCE_OF]->({'lemma': पुराणशालि}); (:State_of_substance {'lemma': पुराण})-[:IS_STATE_OF_SUBSTANCE_OF]->({'lemma': पुराणशालि}); (:State_of_substance {'lemma': पुराण})-[:IS_STATE_OF_SUBSTANCE_OF]->({'lemma': पुराणशालि}); (:State_of_substance {'lemma': पुराण})-[:IS_STATE_OF_SUBSTANCE_OF]->({'lemma': पुराणमाष}); (:State_of_substance {'lemma': पुराण})-[:IS_STATE_OF_SUBSTANCE_OF]->({'lemma': पुराणमाष}); (:State_of_substance {'lemma': पुराण})-[:IS_STATE_OF_SUBSTANCE_OF]->({'lemma': पुराणमाष}); (:State_of_substance {'lemma': पुराण})-[:IS_STATE_OF_SUBSTANCE_OF]->({'lemma': पुराणतिल}); (:State_of_substance {'lemma': पुराण})-[:IS_STATE_OF_SUBSTANCE_OF]->({'lemma': पुराणतिल}); (:State_of_substance {'lemma': पुराण})-[:IS_STATE_OF_SUBSTANCE_OF]->({'lemma': पुराणतिल})
304	शाकस्य कति भेदाः भवन्ति?	६		त्रयः	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': पटोलनाल}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शिग्रु})	शाकस्य त्रयः भेदाः भवन्ति	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': पटोलनाल}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शिग्रु})	शाकस्य त्रयः भेदाः भवन्ति - पत्रशाकम्, कन्दशाकम्, नालशाकम् च	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': कन्दशाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': नालशाक})
305	निम्नलिखितान् उत्तरोत्तरं गुरूत्वस्य क्रमेण व्यवस्थापयत। नालं, पत्रं, पुष्पं, फलं, कन्दं, संस्वेदज?	पत्रं, पुष्पं, फलं, नालं, कन्दं, संस्वेदजं	पत्रं, पुष्पं, फलं, सस्वेदजं, कन्दं, नाल / पुष्पं, फलं, सस्वेदजं, नालं, कन्दं, पत्रं / पत्रं, पुष्पं, फलं, नालं, कन्दं, सस्वेदजं / पत्रं, पुष्पं, नालं, फलं, सस्वेदजं, कन्दं	पत्रं, पुष्पं, फलं, नालं, कन्दं, संस्वेदजम्	1		पत्रं, पुष्पं, फलं, नालं, कन्दं, सस्वेदजं	1		उत्तरम्: पत्रं, पुष्पं, फलं, नालं, कन्दं, सस्वेदजं	1	
306	किं शाकं दुग्धवर्धकं शुक्रजनकं च भवति?	कलम्बी		उत्तरम्: पालङ्कः	1		पटोलनालः	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': पटोलनाल}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शिग्रु})	"कलम्बी

कलम्बी शाकं दुग्धवर्धकं शुक्रजनकं च भवति निष्कर्षित-ज्ञानानुसारं कलम्बी शुक्रधातुं वर्धयति, अतः इदं शाकं दुग्धवर्धकं शुक्रजनकं च भवितुमर्हति"	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक}); (:Dhatu_pob {'lemma': शुक्र})-[:IS_INCREASED_BY]->({'lemma': दुग्ध}); (:Dhatu_pob {'lemma': शुक्र})-[:IS_INCREASED_BY]->({'lemma': कलम्बी})
307	अश्मन्तकः कस्य पर्यायः भवति?	चुक्रिकायाः		अश्मन्तकः वज्रः	1		चाङ्गेरी	1	(:Patra_shaaka {'lemma': अश्मन्तक})-[:IS_SYNONYM_OF]->({'lemma': चाङ्गेरी})	चाङ्गेर्याः	1	(:Patra_shaaka {'lemma': अश्मन्तक})-[:IS_SYNONYM_OF]->({'lemma': चाङ्गेरी})
308	अधोलिखितेषु किं शाकं सर्वज्वरहर्ता अस्ति?	गुडूची	पटोलपत्रम् / गुडूची / कासमर्दः / गोजिह्वा	गुडूची	1		कासमर्दः	1	(:Patra_shaaka {'lemma': कासमर्द})-[:IS_TYPE_OF]->({'lemma': पत्रशाक})	कासमर्दः	1	(:Patra_shaaka {'lemma': कासमर्द})<-[:IS_CURED_BY]-({'lemma': कास})
309	भावप्रकाशस्य अनुसारं निन्दनीयं शाकं किम् अस्ति?	सर्षपः		"भावप्रकाशस्य अनुसारं निन्दनीयं शाकं ""कण्टकारी"" अस्ति"	1		अस्थिभेदनम्	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_KARMA_OF]-({'lemma': अस्थिभेदन}); (:Shaaka {'lemma': शाक})<-[:IS_KARMA_OF]-({'lemma': सृष्टमारुत})	संशुष्कशाकम्	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_WORST_AMONG]-({'lemma': संशुष्कशाक}); (:Shaaka {'lemma': शाक})<-[:IS_WORST_AMONG]-({'lemma': व्यालादिदूषितशाक}); (:Shaaka {'lemma': शाक})<-[:IS_VARIANT_OF]-({'lemma': व्यालादिदूषितशाक})
311	भावप्रकाशे सर्षपस्य वर्णनं कस्मिन् वर्गे कृतम् अस्ति?	शिम्बीधान्याम्	शूकधान्याम् / शिम्बीधान्याम् / शालिधान्याम् / शाकवर्गे	शूकधान्याम्	1		शाकवर्गे	1	(:Shimbii_dhanya {'lemma': सर्षप})<-[:IS_VARIANT_OF]-({'lemma': रक्तसर्षप}); (:Shimbii_dhanya {'lemma': सर्षप})<-[:IS_VARIANT_OF]-({'lemma': गौरसर्षप}); (:Shimbii_dhanya {'lemma': सर्षप})<-[:IS_SYNONYM_OF]-({'lemma': तन्तुभ})	शूकधान्याम्	1	(:Shuuka_dhanya {'lemma': शूकधान्य})-[:IS_TYPE_OF]->({'lemma': धान्य}); (:Shuuka_dhanya {'lemma': शूकधान्य})<-[:IS_TYPE_OF]-({'lemma': यव})
314	आलुकस्य कति भेदाः सन्ति?	५		त्रयः	1	(:Kanda_shaaka {'lemma': आलुक})<-[:IS_VARIANT_OF]-({'lemma': रक्तालुक}); (:Kanda_shaaka {'lemma': आलुक})<-[:IS_VARIANT_OF]-({'lemma': मध्वालुक}); (:Kanda_shaaka {'lemma': आलुक})<-[:IS_VARIANT_OF]-({'lemma': पिण्डालुक})	आलुकस्य त्रयः भेदाः सन्ति	1	(:Kanda_shaaka {'lemma': आलुक})<-[:IS_KARMA_OF]-({'lemma': दुर्जर}); (:Kanda_shaaka {'lemma': आलुक})<-[:IS_KARMA_OF]-({'lemma': सृष्टमल}); (:Kanda_shaaka {'lemma': आलुक})<-[:IS_KARMA_OF]-({'lemma': सृष्टमूत्र})	"त्रयः

आलुकस्य त्रयो भेदाः सन्ति - रक्तालुकः, मध्वालुकः, पिण्डालुकश्च"	1	(:Kanda_shaaka {'lemma': आलुक})<-[:IS_VARIANT_OF]-({'lemma': रक्तालुक}); (:Kanda_shaaka {'lemma': आलुक})<-[:IS_VARIANT_OF]-({'lemma': मध्वालुक}); (:Kanda_shaaka {'lemma': आलुक})<-[:IS_VARIANT_OF]-({'lemma': पिण्डालुक})
315	किं शाकम् अपक्वं शुष्कं च उभयथापि ग्रहीतुं निषेधः न अस्ति?	मूलकः		काकमाची	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक})	न	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक})	मूलकम्	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक})
316	शाकस्य संदर्भे का व्याख्या निषिद्धा अस्ति?	सर्वे	व्याधितम् / अऋतुजम् / सशुष्कम् / सर्वे	अऋतुजम्	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक})	सर्वे	1	(:Shaaka {'lemma': शाक})-[:IS_TYPE_OF]->({'lemma': शाक}); (:Shaaka {'lemma': शाक})<-[:IS_TYPE_OF]-({'lemma': शाक})	"उत्तरम्: अऋतुजम्

शाकस्य संदर्भे अऋतुजम् शाकं निषिद्धम् अस्ति आयुर्वेदानुसारं ऋतुजातानि शाकानि एव स्वास्थ्यवर्धकानि भवन्ति, अतः अऋतुजं शाकं न सेवनीयम्"	1	
317	मांसं निम्नेषु कस्य पर्यायः न अस्ति?	सर्वेषाम्	क्रव्यस्य / आमिषस्य / पललस्य / सर्वेषाम्	पललस्य	1	(:Maansa {'lemma': क्रव्य})-[:IS_SYNONYM_OF]->({'lemma': मांस}); (:Maansa {'lemma': आमिष})-[:IS_SYNONYM_OF]->({'lemma': मांस}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': क्रव्य}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': क्रव्य}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': आमिष}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': आमिष})	पललस्य	1	(:Maansa {'lemma': क्रव्य})-[:IS_SYNONYM_OF]->({'lemma': मांस}); (:Maansa {'lemma': आमिष})-[:IS_SYNONYM_OF]->({'lemma': मांस}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': क्रव्य}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': क्रव्य}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': आमिष}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': आमिष})	"पललस्य

मांसस्य पर्यायाः क्रव्यम् आमिषं च स्तः, परन्तु पललं मांसस्य पर्यायः न दृश्यते दत्तेषु निष्कर्षितेषु अतः पललस्य इति उत्तरम्"	1	(:Maansa {'lemma': क्रव्य})-[:IS_SYNONYM_OF]->({'lemma': मांस}); (:Maansa {'lemma': आमिष})-[:IS_SYNONYM_OF]->({'lemma': मांस}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': क्रव्य}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': क्रव्य}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': आमिष}); (:Maansa {'lemma': मांस})<-[:IS_SYNONYM_OF]-({'lemma': आमिष})
